frame,eye_position1_up_x,eye_position1_up_y,eye_position1_down_x,eye_position1_down_y,eye_position2_up_x,eye_position2_up_y,eye_position2_down_x,eye_position2_down_y,gaze_project_x,gaze_project_y,eye_center_position1_x,eye_center_position1_y,eye_center_position2_x,eye_center_position2_y
KY_5_12.mp4 0,255,183,324,252,259,351,305,397,-52,4,0,0,0,0
KY_5_12.mp4 2,254,180,325,251,259,350,307,398,-52,4,0,0,0,0
KY_5_12.mp4 3,262,185,325,248,259,345,314,400,-52,4,0,0,0,0
KY_5_12.mp4 4,258,183,322,247,258,345,316,403,-52,4,0,0,0,0
KY_5_12.mp4 5,259,184,324,249,255,345,313,403,-52,4,0,0,0,0
KY_5_12.mp4 6,260,185,324,249,257,344,316,403,-52,4,0,0,0,0
KY_5_12.mp4 7,258,184,321,247,284,291,335,342,-52,4,0,0,0,0
KY_5_12.mp4 9,266,186,324,244,252,197,273,218,-52,4,0,0,0,0
KY_5_13.mp4 1,352,199,407,254,328,143,375,190,36,36,0,0,0,0
KY_5_13.mp4 2,390,199,418,227,345,196,404,255,36,36,-0.5,0.5,-1.5,-0.5
KY_5_13.mp4 3,256,342,324,410,344,197,409,262,36,36,-0.5,0.5,-1.0,0.0
KY_5_13.mp4 4,345,195,407,257,332,150,366,184,36,36,-1.0,0.0,-0.5,0.5
KY_5_13.mp4 5,361,167,384,190,256,340,322,406,36,36,0.0,0.0,-1.0,0.0
KY_5_13.mp4 6,360,169,380,189,326,186,410,270,36,36,-1.5,-0.5,-0.5,0.5
KY_5_13.mp4 7,356,174,377,195,346,201,402,257,36,36,-0.5,0.5,-1.0,-1.0
KY_5_13.mp4 8,355,170,379,194,344,201,400,257,36,36,-0.5,0.5,-1.5,-0.5
KY_5_13.mp4 9,349,172,371,194,337,202,391,256,36,36,0,0,0,0
KY_5_14.mp4 0,342,301,390,349,259,342,323,406,-25,45,0,0,0,0
KY_5_14.mp4 1,326,207,379,260,258,343,320,405,-25,45,0,0,0,0
KY_5_14.mp4 2,339,302,386,349,326,207,378,259,-25,45,0,0,0,0
KY_5_14.mp4 3,336,177,356,197,340,302,387,349,-25,45,0,0,0,0
KY_5_14.mp4 4,342,303,390,351,296,212,324,240,-25,45,0,0,0,0
KY_5_14.mp4 5,333,176,354,197,300,215,323,238,-25,45,-0.5,0.5,-1.0,0.0
KY_5_14.mp4 6,331,177,352,198,338,302,386,350,-25,45,0.0,1.0,-1.5,-0.5
KY_5_14.mp4 7,330,176,352,198,339,304,385,350,-25,45,-1.0,0.0,-0.5,-0.5
KY_5_14.mp4 8,335,298,385,348,256,344,316,404,-25,45,-0.5,0.5,0.0,0.0
KY_5_14.mp4 9,337,301,385,349,319,206,373,260,-25,45,0,0,0,0
KY_5_14.mp4 10,0,0,0,0,0,0,0,0,-25,45,0,0,0,0
KY_5_15.mp4 0,294,210,350,266,254,342,321,409,-68,39,0,0,0,0
KY_5_15.mp4 1,305,184,326,205,257,344,320,407,-68,39,0,0,0,0
KY_5_15.mp4 2,297,212,351,266,253,343,321,411,-68,39,-0.5,1.5,-0.5,-0.5
KY_5_15.mp4 3,300,213,350,263,257,344,321,408,-68,39,0,0,0,0
KY_5_15.mp4 4,257,344,321,408,299,207,357,265,-68,39,0.5,1.5,-0.5,-0.5
KY_5_15.mp4 5,274,217,299,242,253,341,322,410,-68,39,0,0,0,0
KY_5_15.mp4 6,296,208,353,265,251,343,317,409,-68,39,-0.5,1.5,-0.5,-0.5
KY_5_15.mp4 7,255,342,322,409,296,210,351,265,-68,39,0.0,1.0,0.0,1.0
KY_5_15.mp4 8,254,343,321,410,295,210,352,267,-68,39,0,0,0,0
KY_5_15.mp4 9,257,343,324,410,296,212,352,268,-68,39,0,0,0,0
KY_5_16.mp4 0,288,204,352,268,259,347,317,405,-58,13,0,0,0,0
KY_5_16.mp4 1,288,204,351,267,258,344,323,409,-58,13,0,0,0,0
KY_5_16.mp4 2,286,202,354,270,351,332,432,413,-58,13,0,0,0,0
KY_5_16.mp4 3,286,204,350,268,254,344,323,413,-58,13,0,0,0,0
KY_5_16.mp4 4,298,210,342,254,254,344,321,411,-58,13,0,0,0,0
KY_5_16.mp4 5,256,344,324,412,280,199,353,272,-58,13,0,0,0,0
KY_5_16.mp4 6,265,202,292,229,287,203,350,266,-58,13,0,0,0,0
KY_5_16.mp4 7,256,343,321,408,281,204,342,265,-58,13,0,0,0,0
KY_5_16.mp4 8,281,201,349,269,257,344,320,407,-58,13,0,0,0,0
KY_5_16.mp4 9,280,198,349,267,256,344,322,410,-58,13,0,0,0,0
KY_5_17.mp4 0,244,208,270,234,225,195,268,238,-58,13,0,0,0,0
KY_5_17.mp4 1,243,207,269,233,252,341,319,408,-58,13,0,0,0,0
KY_5_17.mp4 2,239,205,269,235,253,343,319,409,-58,13,0,0,0,0
KY_5_17.mp4 3,243,205,271,233,258,346,316,404,-58,13,0,0,0,0
KY_5_17.mp4 4,244,206,271,233,255,345,319,409,-58,13,0,0,0,0
KY_5_17.mp4 5,242,205,270,233,256,208,317,269,-58,13,0,0,0,0
KY_5_17.mp4 6,242,206,270,234,282,204,327,249,-58,13,0,0,0,0
KY_5_17.mp4 7,238,204,269,235,251,206,315,270,-58,13,0,0,0,0
KY_5_17.mp4 8,239,205,269,235,251,342,319,410,-58,13,0,0,0,0
KY_5_17.mp4 9,239,206,268,235,249,341,320,412,-58,13,0,0,0,0
KY_5_18.mp4 0,237,206,266,235,258,349,312,403,-58,13,0,0,0,0
KY_5_18.mp4 1,240,206,268,234,254,206,317,269,-58,13,0,0,0,0
KY_5_18.mp4 2,241,208,267,234,255,342,320,407,-58,13,0,0,0,0
KY_5_18.mp4 3,226,198,265,237,244,207,271,234,-58,13,0,0,0,0
KY_5_18.mp4 4,240,207,268,235,254,344,316,406,-58,13,0,0,0,0
KY_5_18.mp4 5,225,198,266,239,243,209,267,233,-58,13,0,0,0,0
KY_5_18.mp4 6,241,209,266,234,254,342,317,405,-58,13,0,0,0,0
KY_5_18.mp4 7,240,209,265,234,255,343,318,406,-58,13,0,0,0,0
KY_5_18.mp4 8,236,206,266,236,255,347,315,407,-58,13,0,0,0,0
KY_5_18.mp4 9,239,208,267,236,249,205,320,276,-58,13,0,0,0,0
KY_5_2.mp4 0,367,177,398,208,301,183,332,214,-1,36,-0.5,-0.5,-1.0,-1.0
KY_5_2.mp4 2,302,185,332,215,365,175,400,210,-1,36,-0.5,-0.5,-1.0,-1.0
KY_5_2.mp4 3,366,175,399,208,302,185,330,213,-1,36,-0.5,-0.5,-1.5,-0.5
KY_5_2.mp4 4,303,185,331,213,365,174,399,208,-1,36,-1.0,-1.0,-1.0,-1.0
KY_5_2.mp4 5,366,175,399,208,301,186,327,212,-1,36,-0.5,-0.5,-1.0,-1.0
KY_5_2.mp4 6,365,174,399,208,300,182,331,213,-1,36,-1.0,-1.0,-1.0,-1.0
KY_5_2.mp4 7,362,174,397,209,300,183,328,211,-1,36,-1.0,-1.0,-0.5,-0.5
KY_5_2.mp4 8,364,174,398,208,293,190,315,212,-1,36,-1.0,-1.0,-1.0,-1.0
KY_5_2.mp4 9,366,177,397,208,301,185,329,213,-1,36,-1.0,-1.0,-1.0,-1.0
KY_5_3.mp4 0,359,178,389,208,308,170,379,241,-18,37,-1.5,-0.5,0.0,1.0
KY_5_3.mp4 1,357,178,388,209,292,186,322,216,-18,37,0.5,0.5,-1.0,-1.0
KY_5_3.mp4 2,358,178,389,209,290,186,323,219,-18,37,-0.5,-0.5,0.0,1.0
KY_5_3.mp4 3,356,176,389,209,291,186,320,215,-18,37,-1.0,-1.0,-0.5,0.5
KY_5_3.mp4 4,355,175,388,208,293,187,319,213,-18,37,0.0,0.0,-1.0,-1.0
KY_5_3.mp4 5,355,174,388,207,292,186,319,213,-18,37,-0.5,-0.5,0.0,1.0
KY_5_3.mp4 6,351,172,388,209,290,186,317,213,-18,37,1.0,1.0,-0.5,-1.5
KY_5_3.mp4 7,351,174,386,209,290,186,318,214,-18,37,0.5,0.5,-1.5,-0.5
KY_5_3.mp4 8,353,176,388,211,291,187,318,214,-18,37,0.5,0.5,-1.0,-1.0
KY_5_3.mp4 9,352,176,386,210,292,188,319,215,-18,37,1.0,1.0,-1.0,-1.0
KY_5_4.mp4 0,327,180,355,208,281,169,347,235,-44,-1,-0.5,0.5,-1.5,-0.5
KY_5_4.mp4 1,270,186,293,209,285,171,347,233,-44,-1,-1.0,0.0,-0.5,-0.5
KY_5_4.mp4 3,303,174,352,223,269,185,293,209,-44,-1,-0.5,0.5,-1.0,0.0
KY_5_4.mp4 4,325,179,355,209,281,169,355,243,-44,-1,-1.0,0.0,0.0,1.0
KY_5_4.mp4 6,270,184,293,207,287,173,346,232,-44,-1,-0.5,-0.5,0.0,1.0
KY_5_4.mp4 7,324,176,357,209,281,169,348,236,-44,-1,0.0,0.0,-0.5,-0.5
KY_5_4.mp4 8,304,172,354,222,269,185,293,209,-44,-1,0.0,1.0,-1.0,0.0
KY_5_4.mp4 9,281,286,349,354,279,169,348,238,-44,-1,-0.5,0.5,-0.5,-0.5
KY_5_5.mp4 1,262,183,284,205,291,172,339,220,-72,-7,0.5,-0.5,0.0,0.0
KY_5_5.mp4 2,294,174,339,219,262,184,284,206,-72,-7,-0.5,0.5,1.0,1.0
KY_5_5.mp4 3,268,169,331,232,257,350,305,398,-72,-7,2.0,2.0,0.0,0.0
KY_5_5.mp4 4,308,174,343,209,269,167,336,234,-72,-7,-0.5,-0.5,2.0,2.0
KY_5_5.mp4 5,263,183,285,205,279,166,340,227,-72,-7,1.5,2.5,-0.5,0.5
KY_5_5.mp4 6,262,182,284,204,288,168,342,222,-72,-7,1.5,1.5,0.0,-1.0
KY_5_5.mp4 8,288,171,339,222,254,278,406,430,-72,-7,-1.0,0.0,1.5,0.5
KY_5_5.mp4 9,277,166,340,229,258,348,307,397,-72,-7,0,0,0,0
KY_5_6.mp4 0,274,168,335,229,259,176,310,227,-72,-7,1.5,0.5,0.0,0.0
KY_5_6.mp4 1,271,171,330,230,260,361,289,390,-72,-7,0.5,0.5,1.0,0.0
KY_5_6.mp4 2,264,168,328,232,278,285,351,358,-72,-7,1.5,0.5,0.0,0.0
KY_5_6.mp4 3,266,169,330,233,227,162,295,230,-72,-7,0.5,-0.5,-1.0,0.0
KY_5_6.mp4 4,308,177,339,208,279,281,353,355,-72,-7,-1.0,0.0,1.5,1.5
KY_5_6.mp4 5,304,174,340,210,264,169,326,231,-72,-7,-1.0,0.0,0.5,-1.5
KY_5_6.mp4 6,266,167,331,232,251,338,320,407,-72,-7,1.0,1.0,-1.0,0.0
KY_5_6.mp4 7,303,173,340,210,269,168,332,231,-72,-7,-0.5,-0.5,1.5,1.5
KY_5_6.mp4 8,252,336,323,407,267,171,330,234,-72,-7,0.0,-1.0,-0.5,0.5
KY_5_6.mp4 9,273,169,331,227,286,288,333,335,-72,-7,0,0,0,0
KY_5_7.mp4 0,387,184,415,212,257,343,319,405,35,36,-0.5,-0.5,-1.5,-0.5
KY_5_7.mp4 1,255,336,324,405,347,179,406,238,35,36,-1.0,0.0,-1.5,-0.5
KY_5_7.mp4 2,326,190,350,214,256,340,321,405,35,36,-1.0,0.0,-1.0,0.0
KY_5_7.mp4 3,386,181,417,212,326,124,374,172,35,36,-0.5,-0.5,-1.0,0.0
KY_5_7.mp4 4,321,186,350,215,384,178,418,212,35,36,-0.5,-0.5,-1.0,0.0
KY_5_7.mp4 5,384,180,415,211,322,188,349,215,35,36,-1.0,0.0,-1.5,-0.5
KY_5_7.mp4 6,379,179,414,214,316,187,348,219,35,36,-0.5,-0.5,-1.0,0.0
KY_5_7.mp4 7,382,184,410,212,343,183,395,235,35,36,-1.0,0.0,-1.0,0.0
KY_5_7.mp4 8,381,185,408,212,344,182,398,236,35,36,-0.5,-0.5,-1.5,-0.5
KY_5_8.mp4 0,359,188,385,214,319,178,382,241,-12,39,-1.5,-0.5,0.5,0.5
KY_5_8.mp4 1,360,189,384,213,315,183,371,239,-12,39,-1.5,-0.5,-0.5,0.5
KY_5_8.mp4 2,296,193,322,219,317,182,374,239,-12,39,-1.0,0.0,1.0,1.0
KY_5_8.mp4 3,291,190,322,221,320,182,378,240,-12,39,-0.5,0.5,-1.0,0.0
KY_5_8.mp4 4,360,184,388,212,294,192,322,220,-12,39,-1.0,0.0,0.5,0.5
KY_5_8.mp4 5,355,184,383,212,289,192,319,222,-12,39,0.0,1.0,-1.0,0.0
KY_5_8.mp4 6,358,187,383,212,291,193,319,221,-12,39,-1.5,-0.5,-0.5,0.5
KY_5_8.mp4 7,359,188,382,211,321,182,377,238,-12,39,-1.5,-0.5,0.5,0.5
KY_5_8.mp4 8,288,191,320,223,318,183,374,239,-12,39,0,0,0,0
KY_5_8.mp4 9,357,188,379,210,320,182,376,238,-12,39,0,0,0,0
KY_5_9.mp4 0,345,193,368,216,302,184,362,244,-17,18,-0.5,-0.5,-0.5,-0.5
KY_5_9.mp4 2,344,194,367,217,299,182,365,248,-17,18,-1.0,0.0,-1.5,-0.5
KY_5_9.mp4 3,344,192,370,218,300,183,366,249,-17,18,-0.5,0.5,-1.0,0.0
KY_5_9.mp4 4,300,184,364,248,281,198,304,221,-17,18,0.0,0.0,-1.0,0.0
KY_5_9.mp4 5,279,197,305,223,301,184,364,247,-17,18,-0.5,0.5,-1.0,-1.0
KY_5_9.mp4 6,319,173,380,234,298,184,360,246,-17,18,0.0,1.0,0.0,-1.0
KY_5_9.mp4 7,308,182,366,240,278,198,302,222,-17,18,-0.5,0.5,-0.5,-0.5
KY_5_9.mp4 8,344,194,366,216,305,186,360,241,-17,18,0.0,0.0,-1.0,0.0
KY_5_9.mp4 9,300,185,359,244,279,199,303,223,-17,18,-1.5,-0.5,-1.0,0.0
Liheng_5_1.mp4 0,339,190,369,220,366,236,388,258,49,41,0.0,2.0,-1.5,1.5
Liheng_5_1.mp4 1,406,196,437,227,334,190,366,222,49,41,-1.0,-1.0,-1.0,-1.0
Liheng_5_1.mp4 2,340,191,367,218,411,198,438,225,49,41,-1.0,-1.0,-1.5,-0.5
Liheng_5_1.mp4 3,339,189,367,217,409,195,437,223,49,41,-0.5,-0.5,-1.5,-0.5
Liheng_5_1.mp4 4,343,190,369,216,376,186,416,226,49,41,-1.5,-0.5,-1.5,-0.5
Liheng_5_1.mp4 5,341,191,366,216,408,194,436,222,49,41,-1.0,-1.0,-1.5,-0.5
Liheng_5_1.mp4 6,338,192,365,219,406,194,435,223,49,41,-1.5,-0.5,-1.5,-0.5
Liheng_5_1.mp4 7,339,195,364,220,363,232,391,260,49,41,-1.0,-1.0,-1.0,-1.0
Liheng_5_1.mp4 8,336,194,365,223,403,195,434,226,49,41,-1.0,-1.0,-1.0,-1.0
Liheng_5_1.mp4 9,337,200,364,227,407,201,436,230,49,41,-1.0,-1.0,-1.0,-1.0
Liheng_5_10.mp4 0,311,219,335,243,376,239,400,263,-43,12,0.0,3.0,0.0,2.0
Liheng_5_10.mp4 1,308,218,331,241,371,237,397,263,-43,12,-0.5,0.5,-0.5,-0.5
Liheng_5_10.mp4 3,302,219,324,241,366,236,390,260,-43,12,-1.5,-0.5,-0.5,0.5
Liheng_5_10.mp4 4,304,217,327,240,366,234,394,262,-43,12,-0.5,-0.5,-1.5,-0.5
Liheng_5_10.mp4 5,304,217,327,240,276,197,322,243,-43,12,-1.0,0.0,-1.0,0.0
Liheng_5_10.mp4 6,302,216,326,240,273,192,325,244,-43,12,-1.0,0.0,-1.5,-0.5
Liheng_5_10.mp4 7,303,216,325,238,361,233,388,260,-43,12,-1.0,0.0,-1.0,0.0
Liheng_5_10.mp4 8,301,216,324,239,269,192,319,242,-43,12,-0.5,-0.5,-0.5,-0.5
Liheng_5_10.mp4 9,282,214,307,239,268,198,313,243,-43,12,-1.0,0.0,-1.0,0.0
Liheng_5_11.mp4 0,228,209,250,231,275,221,297,243,-43,12,0,0,0,0
Liheng_5_11.mp4 4,230,208,252,230,238,207,262,231,-43,12,0,0,0,0
Liheng_5_11.mp4 5,230,207,254,231,280,220,303,243,-43,12,0,0,0,0
Liheng_5_11.mp4 8,228,211,250,233,234,209,258,233,-43,12,0,0,0,0
Liheng_5_11.mp4 9,234,211,257,234,275,222,300,247,-43,12,0,0,0,0
Liheng_5_12.mp4 1,233,213,259,239,258,218,282,242,-43,12,0,0,0,0
Liheng_5_12.mp4 3,222,209,244,231,231,208,266,243,-43,12,0,0,0,0
Liheng_5_12.mp4 4,216,208,238,230,223,209,246,232,-43,12,0,0,0,0
Liheng_5_12.mp4 5,237,197,286,246,259,220,282,243,-43,12,0,0,0,0
Liheng_5_12.mp4 6,221,209,245,233,256,219,279,242,-43,12,0,0,0,0
Liheng_5_12.mp4 7,215,208,237,230,232,212,255,235,-43,12,0,0,0,0
Liheng_5_12.mp4 9,252,214,280,242,246,210,298,262,-43,12,0,0,0,0
Liheng_5_14.mp4 4,292,224,331,263,322,284,344,306,-23,70,-1.0,-1.0,-1.5,-0.5
Liheng_5_14.mp4 5,370,240,397,267,325,231,379,285,-23,70,0,0,0,0
Liheng_5_15.mp4 3,269,236,295,262,248,236,275,263,-68,61,0,0,0,0
Liheng_5_15.mp4 8,242,234,269,261,265,237,291,263,-68,61,-1.0,0.0,-1.0,0.0
Liheng_5_16.mp4 1,252,231,284,263,275,241,297,263,-77,57,0,0,0,0
Liheng_5_16.mp4 5,277,232,302,257,254,221,297,264,-77,57,0,0,0,0
Liheng_5_16.mp4 6,277,234,301,258,298,236,339,277,-77,57,-0.5,-0.5,-1.5,-0.5
Liheng_5_16.mp4 8,277,235,301,259,251,220,299,268,-77,57,0,0,0,0
Liheng_5_17.mp4 0,234,230,261,257,285,245,309,269,-75,9,0,0,0,0
Liheng_5_17.mp4 2,288,243,312,267,238,231,260,253,-75,9,0,0,0,0
Liheng_5_17.mp4 3,231,224,254,247,239,226,263,250,-75,9,0,0,0,0
Liheng_5_17.mp4 4,238,227,261,250,288,239,312,263,-75,9,-1.0,1.0,-0.5,2.5
Liheng_5_17.mp4 6,241,225,264,248,291,234,314,257,-75,9,-1.0,1.0,-0.5,2.5
Liheng_5_17.mp4 8,236,225,260,249,282,234,307,259,-75,9,0,0,0,0
Liheng_5_17.mp4 10,235,229,260,254,287,241,309,263,-75,9,0,0,0,0
Liheng_5_18.mp4 0,229,224,253,248,276,234,299,257,-75,9,0,0,0,0
Liheng_5_18.mp4 4,227,223,249,245,273,235,295,257,-75,9,0,0,0,0
Liheng_5_18.mp4 5,220,216,248,244,265,220,330,285,-75,9,0,0,0,0
Liheng_5_18.mp4 6,230,224,252,246,273,236,296,259,-75,9,0,0,0,0
Liheng_5_18.mp4 7,220,222,242,244,226,223,250,247,-75,9,0,0,0,0
Liheng_5_18.mp4 8,224,226,247,249,268,236,292,260,-75,9,0,0,0,0
Liheng_5_18.mp4 9,224,229,247,252,270,238,293,261,-75,9,0,0,0,0
Liheng_5_2.mp4 0,302,184,328,210,368,191,391,214,-31,29,-0.5,-0.5,-2.0,0.0
Liheng_5_2.mp4 1,300,185,327,212,373,190,402,219,-31,29,-1.0,-1.0,-1.0,-1.0
Liheng_5_2.mp4 2,306,188,332,214,375,193,403,221,-31,29,-1.5,-0.5,-1.0,-1.0
Liheng_5_2.mp4 3,306,187,332,213,375,192,399,216,-31,29,-1.0,-1.0,-1.0,-1.0
Liheng_5_2.mp4 4,308,185,335,212,379,190,408,219,-31,29,-0.5,-0.5,-1.0,-1.0
Liheng_5_2.mp4 5,305,184,333,212,328,224,355,251,-31,29,0,0,0,0
Liheng_5_2.mp4 6,304,184,332,212,374,189,402,217,-31,29,-0.5,-0.5,-1.5,-0.5
Liheng_5_2.mp4 7,301,186,328,213,373,190,402,219,-31,29,-1.0,-1.0,-0.5,-0.5
Liheng_5_2.mp4 8,300,187,327,214,372,192,398,218,-31,29,-1.0,-1.0,-1.0,-1.0
Liheng_5_2.mp4 9,301,186,329,214,372,191,400,219,-31,29,-1.0,-1.0,-1.0,-1.0
Liheng_5_3.mp4 0,326,184,355,213,260,190,284,214,-65,24,-1.0,-1.0,-0.5,-0.5
Liheng_5_3.mp4 1,328,186,356,214,262,189,287,214,-65,24,-0.5,-0.5,-1.0,-1.0
Liheng_5_3.mp4 2,264,188,290,214,331,187,359,215,-65,24,-1.0,-1.0,-1.0,-1.0
Liheng_5_3.mp4 3,329,184,360,215,264,191,288,215,-65,24,-1.0,-1.0,-1.0,-1.0
Liheng_5_3.mp4 4,265,189,291,215,332,186,361,215,-65,24,-1.5,-0.5,-0.5,-0.5
Liheng_5_3.mp4 5,333,186,362,215,267,188,294,215,-65,24,-1.0,-1.0,-1.0,-1.0
Liheng_5_3.mp4 6,332,186,361,215,266,189,292,215,-65,24,-1.0,-1.0,-1.0,-1.0
Liheng_5_3.mp4 7,265,192,290,217,330,189,359,218,-65,24,-0.5,-0.5,-1.0,-1.0
Liheng_5_3.mp4 8,266,194,291,219,284,232,306,254,-65,24,-0.5,-0.5,-0.5,-0.5
Liheng_5_3.mp4 9,267,195,292,220,332,189,364,221,-65,24,-1.5,-0.5,-1.0,-1.0
Liheng_5_4.mp4 0,318,197,348,227,260,199,283,222,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_4.mp4 2,231,177,298,244,260,198,283,221,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_4.mp4 3,262,198,286,222,321,198,349,226,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_4.mp4 4,323,197,351,225,262,197,285,220,-68,30,-1.0,-1.0,-1.0,0.0
Liheng_5_4.mp4 5,321,195,353,227,264,196,287,219,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_4.mp4 6,263,196,286,219,324,193,354,223,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_4.mp4 7,322,197,348,223,263,196,286,219,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_4.mp4 8,316,194,352,230,263,198,286,221,-68,30,-1.0,-1.0,-0.5,-0.5
Liheng_5_4.mp4 9,262,199,285,222,320,202,348,230,-68,30,-1.0,-1.0,-0.5,-0.5
Liheng_5_4.mp4 10,254,162,355,263,264,200,287,223,-68,30,-0.5,-0.5,-1.0,0.0
Liheng_5_5.mp4 0,237,202,263,228,407,230,428,251,-68,30,0,0,0,0
Liheng_5_5.mp4 1,239,201,266,228,294,214,318,238,-68,30,0,0,0,0
Liheng_5_5.mp4 2,239,202,264,227,295,215,319,239,-68,30,0,0,0,0
Liheng_5_5.mp4 3,237,201,265,229,292,212,320,240,-68,30,0,0,0,0
Liheng_5_5.mp4 4,237,202,262,227,291,212,317,238,-68,30,0,0,0,0
Liheng_5_5.mp4 6,232,200,257,225,261,190,323,252,-68,30,0,0,0,0
Liheng_5_5.mp4 7,229,203,253,227,272,210,304,242,-68,30,0,0,0,0
Liheng_5_5.mp4 8,228,205,251,228,278,215,303,240,-68,30,0,0,0,0
Liheng_5_5.mp4 9,224,208,251,235,278,219,303,244,-68,30,0,0,0,0
Liheng_5_6.mp4 0,214,196,238,220,263,194,288,219,-68,30,0,0,0,0
Liheng_5_6.mp4 1,215,198,239,222,268,201,291,224,-68,30,0,0,0,0
Liheng_5_6.mp4 2,227,199,252,224,220,199,244,223,-68,30,0,0,0,0
Liheng_5_6.mp4 4,227,196,253,222,283,206,305,228,-68,30,0,0,0,0
Liheng_5_6.mp4 5,227,197,252,222,281,205,308,232,-68,30,0,0,0,0
Liheng_5_6.mp4 6,230,195,257,222,278,204,304,230,-68,30,0,0,0,0
Liheng_5_6.mp4 7,220,197,247,224,210,189,259,238,-68,30,0,0,0,0
Liheng_5_6.mp4 8,226,198,251,223,274,205,299,230,-68,30,0,0,0,0
Liheng_5_6.mp4 9,222,199,246,223,274,206,299,231,-68,30,0,0,0,0
Liheng_5_7.mp4 0,330,212,357,239,360,210,410,260,45,47,0,0,0,0
Liheng_5_7.mp4 3,337,208,363,234,409,217,433,241,45,47,-0.5,-0.5,-1.5,-0.5
Liheng_5_7.mp4 6,330,209,355,234,400,211,431,242,45,47,-1.0,-1.0,-1.0,-1.0
Liheng_5_7.mp4 7,330,209,356,235,398,211,428,241,45,47,-1.0,-1.0,-1.0,-1.0
Liheng_5_7.mp4 9,330,213,353,236,400,217,426,243,45,47,-1.0,-1.0,-1.0,-1.0
Liheng_5_8.mp4 2,313,211,337,235,384,218,409,243,-11,49,-0.5,-0.5,-1.5,-0.5
Liheng_5_8.mp4 3,301,192,344,235,312,209,339,236,-11,49,-1.0,-1.0,-1.0,-1.0
Liheng_5_8.mp4 5,312,207,339,234,302,190,345,233,-11,49,-0.5,-0.5,-0.5,-0.5
Liheng_5_8.mp4 6,296,182,347,233,307,205,340,238,-11,49,-1.0,-1.0,-1.5,-0.5
Sean_5_1.mp4 0,396,199,447,250,385,245,447,307,85,21,-1.0,-1.0,-1.5,-0.5
Sean_5_1.mp4 1,396,201,443,248,362,135,412,185,85,21,-1.5,-0.5,-1.0,0.0
Sean_5_1.mp4 2,421,130,461,170,364,135,408,179,85,21,-1.0,-1.0,-1.0,0.0
Sean_5_1.mp4 3,393,197,443,247,387,250,440,303,85,21,-1.5,-0.5,-1.0,-1.0
Sean_5_1.mp4 4,386,247,441,302,420,124,463,167,85,21,-1.0,-1.0,-1.0,-1.0
Sean_5_1.mp4 5,385,250,441,306,419,124,462,167,85,21,-1.5,-0.5,-0.5,-0.5
Sean_5_1.mp4 6,386,251,440,305,418,125,460,167,85,21,-1.5,-0.5,-0.5,-0.5
Sean_5_1.mp4 7,386,251,439,304,507,273,541,307,85,21,0,0,0,0
Sean_5_1.mp4 8,387,251,440,304,417,128,460,171,85,21,-1.0,-1.0,-1.0,-1.0
Sean_5_1.mp4 9,385,252,437,304,388,238,462,312,85,21,-1.5,-0.5,-1.0,-1.0
Sean_5_10.mp4 0,484,289,514,319,376,143,427,194,-74,41,-1.5,-0.5,-1.0,-1.0
Sean_5_10.mp4 1,375,148,422,195,318,145,373,200,-74,41,-0.5,-0.5,-1.5,-0.5
Sean_5_10.mp4 2,372,149,422,199,314,140,378,204,-74,41,-1.5,-0.5,-1.0,0.0
Sean_5_10.mp4 3,480,288,516,324,321,148,368,195,-74,41,-1.0,-1.0,-1.5,-0.5
Sean_5_10.mp4 4,383,552,404,573,433,154,455,176,-74,41,-1.0,0.0,-1.0,-1.0
Sean_5_10.mp4 5,369,143,420,194,428,152,452,176,-74,41,-0.5,-0.5,-1.0,-1.0
Sean_5_10.mp4 6,368,144,420,196,306,140,366,200,-74,41,-1.0,-1.0,-1.0,-1.0
Sean_5_10.mp4 7,314,150,358,194,363,143,418,198,-74,41,-1.0,-1.0,-1.0,-1.0
Sean_5_10.mp4 8,308,148,362,202,365,147,415,197,-74,41,-1.0,-1.0,-1.5,-0.5
Sean_5_10.mp4 9,424,154,449,179,361,147,415,201,-74,41,-1.0,-1.0,-1.5,-0.5
Sean_5_11.mp4 0,378,549,399,570,287,148,329,190,-108,31,-1.0,-1.0,-0.5,-0.5
Sean_5_11.mp4 1,321,141,380,200,267,140,329,202,-108,31,-1.0,-1.0,-1.5,-0.5
Sean_5_11.mp4 2,294,160,320,186,323,141,380,198,-108,31,-1.5,-0.5,-0.5,-0.5
Sean_5_11.mp4 3,315,208,336,229,296,159,319,182,-108,31,-1.0,-1.0,-1.0,0.0
Sean_5_11.mp4 4,323,137,382,196,268,130,335,197,-108,31,-0.5,-0.5,-1.5,-0.5
Sean_5_11.mp4 5,326,138,382,194,272,137,333,198,-108,31,-1.0,-1.0,-1.0,-1.0
Sean_5_11.mp4 6,320,137,379,196,265,135,329,199,-108,31,-0.5,-0.5,-0.5,-0.5
Sean_5_11.mp4 7,321,139,378,196,266,135,331,200,-108,31,-1.0,0.0,-1.0,-1.0
