frame,label,eye_position1_up_x,eye_position1_up_y,eye_position1_down_x,eye_position1_down_y,eye_position2_up_x,eye_position2_up_y,eye_position2_down_x,eye_position2_down_y,gaze_project_x,gaze_project_y,head_pitch,head_yaw,head_roll,eye_center_position1_x,eye_center_position1_y,eye_center_position2_x,eye_center_position2_y
Sean_5_1.mp4 3,1,393,197,443,247,387,250,440,303,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,-1.5,-0.5,-1.0,-1.0
Sean_5_1.mp4 4,1,420,124,463,167,364,132,405,173,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,-1.0,-1.0,-1.0,-1.0
Sean_5_1.mp4 5,1,385,250,441,306,419,124,462,167,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,-1.5,-0.5,-0.5,-0.5
Sean_5_1.mp4 6,1,386,251,440,305,418,125,460,167,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,-1.5,-0.5,-0.5,-0.5
Sean_5_1.mp4 7,1,386,251,439,304,507,273,541,307,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,0,0,0,0
Sean_5_1.mp4 8,1,417,128,460,171,362,135,404,177,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,-1.0,-1.0,-1.0,-1.0
Sean_5_1.mp4 9,1,385,252,437,304,388,238,462,312,85,21,-159.92855525856643,-24.661413438763113,-11.579030037760923,-1.5,-0.5,-1.0,-1.0
Sean_5_2.mp4 0,2,504,281,534,311,383,259,429,305,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 1,2,407,135,453,181,353,138,398,183,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-1.5,-0.5
Sean_5_2.mp4 2,2,409,132,455,178,354,137,395,178,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-0.5,-0.5
Sean_5_2.mp4 3,2,380,250,436,306,409,132,454,177,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.5,-0.5,-0.5,-0.5
Sean_5_2.mp4 4,2,381,253,432,304,500,276,539,315,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 5,2,378,251,432,305,402,132,446,176,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.5,-0.5,-0.5,-0.5
Sean_5_2.mp4 6,2,377,261,419,303,374,243,438,307,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,0,0,0,0
Sean_5_2.mp4 7,2,375,252,429,306,394,134,441,181,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 8,2,501,279,537,315,396,138,441,183,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 9,2,504,281,534,311,376,249,435,308,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 10,2,0,0,0,0,0,0,0,0,61,28,-160.73035519850072,-18.11660545658825,-6.514422198552772,0,0,0,0
Sean_5_3.mp4 0,3,367,119,424,176,302,111,373,182,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,-1.0,-1.0,-1.0,-1.0
Sean_5_3.mp4 1,3,358,105,417,164,291,98,365,172,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,0,0,0,0
Sean_5_3.mp4 2,3,354,111,412,169,292,110,357,175,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,0,0,0,0
Sean_5_3.mp4 3,3,355,120,411,176,294,114,359,179,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,-1.0,-1.0,-1.0,-1.0
Sean_5_3.mp4 4,3,492,276,527,311,414,129,444,159,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,0,0,0,0
Sean_5_3.mp4 5,3,354,116,411,173,289,110,359,180,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,0,0,0,0
Sean_5_3.mp4 6,3,300,121,358,179,352,119,410,177,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,0,0,0,0
Sean_5_3.mp4 8,3,497,280,527,310,306,137,347,178,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,-1.0,-1.0,-1.5,-0.5
Sean_5_3.mp4 9,3,358,132,407,181,307,136,350,179,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,-1.0,-1.0,-1.0,-1.0
Sean_5_3.mp4 10,3,292,118,362,188,353,133,403,183,-92,33,-160.0562820089956,28.514020458365678,4.184341415694599,0,0,0,0
Sean_5_4.mp4 0,4,324,254,400,330,287,133,348,194,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-1.0,0.0,-0.5,-0.5
Sean_5_4.mp4 1,4,323,252,396,325,301,140,345,184,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-0.5,-0.5,-1.0,-1.0
Sean_5_4.mp4 2,4,500,277,526,303,312,151,336,175,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-0.5,-0.5,-1.0,1.0
Sean_5_4.mp4 3,4,326,257,399,330,341,135,393,187,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-0.5,-0.5,-1.5,-0.5
Sean_5_4.mp4 4,4,324,254,398,328,294,124,355,185,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-1.0,-1.0,-1.5,-0.5
Sean_5_4.mp4 6,4,324,252,398,326,336,131,389,184,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-0.5,-0.5,-1.5,-0.5
Sean_5_4.mp4 7,4,318,252,397,331,307,145,335,173,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-1.0,-1.0,-0.5,-0.5
Sean_5_4.mp4 8,4,323,254,395,326,322,131,384,193,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-0.5,-0.5,-1.0,-1.0
Sean_5_4.mp4 9,4,323,250,401,328,345,139,395,189,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,-0.5,-0.5,-0.5,-0.5
Sean_5_4.mp4 10,4,0,0,0,0,0,0,0,0,-120,24,-159.31968451739743,38.06054557292371,9.391956815111119,0,0,0,0
Sean_5_5.mp4 0,5,315,123,371,179,300,135,323,158,-1,3,-178.45615232711503,17.839959371395462,5.195826939748571,-1.0,-1.0,-1.0,0.0
Sean_5_5.mp4 3,5,300,127,355,182,264,122,324,182,-1,3,-178.45615232711503,17.839959371395462,5.195826939748571,0,0,0,0
Sean_5_5.mp4 4,5,249,99,351,201,299,126,353,180,-1,3,-178.45615232711503,17.839959371395462,5.195826939748571,0,0,0,0
Sean_5_5.mp4 8,5,463,279,505,321,283,134,340,191,-1,3,-178.45615232711503,17.839959371395462,5.195826939748571,0,0,0,0
Sean_5_6.mp4 6,6,300,123,353,176,268,122,326,180,-91,0,174.8372491870615,56.48515543133009,175.74686567004377,0,0,0,0
Sean_5_6.mp4 7,6,298,126,350,178,258,104,347,193,-91,0,174.8372491870615,56.48515543133009,175.74686567004377,0,0,0,0
Sean_5_6.mp4 9,6,493,287,526,320,291,130,346,185,-91,0,174.8372491870615,56.48515543133009,175.74686567004377,0,0,0,0
Sean_5_7.mp4 0,7,410,169,450,209,360,184,386,210,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.5,-0.5,-0.5,-0.5
Sean_5_7.mp4 1,7,407,169,448,210,357,185,382,210,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.0,-1.0,-1.5,-0.5
Sean_5_7.mp4 2,7,406,164,452,210,357,183,383,209,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.5,-0.5,-1.0,0.0
Sean_5_7.mp4 3,7,406,164,448,206,356,180,381,205,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.5,-0.5,-1.0,-1.0
Sean_5_7.mp4 4,7,404,160,446,202,355,176,380,201,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-0.5,-0.5,-1.0,-1.0
Sean_5_7.mp4 5,7,402,159,442,199,346,167,383,204,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.0,-1.0,-1.0,-1.0
Sean_5_7.mp4 6,7,397,157,439,199,349,172,374,197,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.0,-1.0,-1.0,-1.0
Sean_5_7.mp4 7,7,394,160,434,200,338,166,377,205,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.5,-0.5,-0.5,-0.5
Sean_5_7.mp4 8,7,389,160,432,203,328,159,384,215,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.5,-0.5,-1.5,-0.5
Sean_5_7.mp4 9,7,389,163,431,205,338,177,366,205,89,29,-158.98535544116655,-26.856808803934566,-12.13744968786071,-1.5,-0.5,-1.0,-1.0
Sean_5_8.mp4 0,8,390,159,437,206,345,173,371,199,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-1.0,-1.0,-0.5,-0.5
Sean_5_8.mp4 1,8,344,175,369,200,384,159,435,210,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-0.5,-0.5,-1.0,0.0
Sean_5_8.mp4 2,8,338,169,375,206,386,160,438,212,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-1.0,0.0,-1.5,-0.5
Sean_5_8.mp4 3,8,394,161,438,205,344,174,369,199,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-1.0,0.0,-1.0,0.0
Sean_5_8.mp4 4,8,391,158,437,204,342,173,367,198,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-1.0,-1.0,-1.5,-0.5
Sean_5_8.mp4 5,8,390,157,434,201,340,171,367,198,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-1.5,-0.5,-1.0,0.0
Sean_5_8.mp4 6,8,390,158,434,202,334,164,373,203,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-1.5,-0.5,-1.5,-0.5
Sean_5_8.mp4 7,8,338,176,361,199,379,155,434,210,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-0.5,-0.5,-1.0,0.0
Sean_5_8.mp4 8,8,385,160,431,206,335,177,359,201,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-0.5,-0.5,-1.5,-0.5
Sean_5_8.mp4 9,8,382,162,428,208,335,177,360,202,-53,45,-159.70743278459696,16.225113147571037,-1.5775626761855779,-0.5,-0.5,-1.0,0.0
Sean_5_9.mp4 0,9,495,291,531,327,369,137,422,190,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.0,-1.0,-1.0,-1.0
Sean_5_9.mp4 1,9,375,144,423,192,296,125,372,201,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-0.5,-0.5,-1.0,-1.0
Sean_5_9.mp4 2,9,381,146,429,194,317,137,379,199,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-0.5,-0.5,-1.5,-0.5
Sean_5_9.mp4 3,9,379,144,432,197,323,141,381,199,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.0,0.0,-1.0,-1.0
Sean_5_9.mp4 4,9,383,146,430,193,323,141,379,197,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.0,0.0,-1.0,0.0
Sean_5_9.mp4 5,9,383,145,430,192,323,141,379,197,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.0,0.0,-1.0,0.0
Sean_5_9.mp4 6,9,377,141,431,195,324,142,378,196,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.5,-0.5,-1.5,-0.5
Sean_5_9.mp4 7,9,379,145,428,194,500,294,528,322,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.0,-1.0,-1.0,-1.0
Sean_5_9.mp4 8,9,497,293,527,323,319,140,379,200,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.0,0.0,-1.5,-0.5
Sean_5_9.mp4 9,9,498,294,526,322,318,139,379,200,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-1.5,-0.5,-0.5,-0.5
Sean_5_9.mp4 10,9,438,153,461,176,378,146,429,197,-73,38,-159.77584329289107,22.34824449368849,2.8846949054284092,-0.5,-0.5,-1.5,-0.5
Sean_5_10.mp4 0,10,376,143,427,194,321,146,372,197,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.5,-0.5,-1.0,-1.0
Sean_5_10.mp4 1,10,375,148,422,195,318,145,373,200,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-0.5,-0.5,-1.5,-0.5
Sean_5_10.mp4 2,10,372,149,422,199,314,140,378,204,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.5,-0.5,-1.0,0.0
Sean_5_10.mp4 3,10,480,288,516,324,321,148,368,195,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.0,-1.0,-1.5,-0.5
Sean_5_10.mp4 4,10,373,144,423,194,319,146,366,193,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.0,0.0,-1.0,-1.0
Sean_5_10.mp4 5,10,428,152,452,176,369,143,420,194,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-0.5,-0.5,-1.0,-1.0
Sean_5_10.mp4 6,10,368,144,420,196,306,140,366,200,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.0,-1.0,-1.0,-1.0
Sean_5_10.mp4 7,10,363,143,418,198,314,150,358,194,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.0,-1.0,-1.0,-1.0
Sean_5_10.mp4 8,10,308,148,362,202,365,147,415,197,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.0,-1.0,-1.5,-0.5
Sean_5_10.mp4 9,10,424,154,449,179,361,147,415,201,-74,41,-159.4844848253125,21.92412450637066,1.662213313125918,-1.0,-1.0,-1.5,-0.5
Sean_5_11.mp4 0,11,331,140,385,194,287,148,329,190,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.0,-1.0,-0.5,-0.5
Sean_5_11.mp4 1,11,321,141,380,200,267,140,329,202,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.0,-1.0,-1.5,-0.5
Sean_5_11.mp4 2,11,294,160,320,186,323,141,380,198,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.5,-0.5,-0.5,-0.5
Sean_5_11.mp4 3,11,315,208,336,229,325,140,381,196,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.0,-1.0,-1.0,0.0
Sean_5_11.mp4 4,11,323,137,382,196,268,130,335,197,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-0.5,-0.5,-1.5,-0.5
Sean_5_11.mp4 5,11,326,138,382,194,272,137,333,198,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.0,-1.0,-1.0,-1.0
Sean_5_11.mp4 6,11,320,137,379,196,265,135,329,199,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-0.5,-0.5,-0.5,-0.5
Sean_5_11.mp4 7,11,321,139,378,196,266,135,331,200,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.0,0.0,-1.0,-1.0
Sean_5_11.mp4 8,11,319,141,376,198,300,260,384,344,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-0.5,-0.5,-1.5,-0.5
Sean_5_11.mp4 9,11,484,294,508,318,318,145,374,201,-108,31,-160.90537396681117,32.09836253565306,4.689775189563146,-1.5,-0.5,-1.0,0.0
Sean_5_12.mp4 0,12,304,143,364,203,262,142,326,206,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-0.5,-0.5,-1.5,-0.5
Sean_5_12.mp4 1,12,306,146,364,204,255,142,320,207,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-1.0,-1.0,-1.5,-0.5
Sean_5_12.mp4 2,12,307,144,367,204,253,145,314,206,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-0.5,-0.5,-0.5,-0.5
Sean_5_12.mp4 3,12,297,140,359,202,283,161,307,185,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-1.0,0.0,-0.5,-0.5
Sean_5_12.mp4 4,12,304,141,362,199,258,142,315,199,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-1.0,-1.0,-1.5,-0.5
Sean_5_12.mp4 5,12,252,141,316,205,305,143,363,201,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-1.0,-1.0,-1.0,-1.0
Sean_5_12.mp4 6,12,304,146,359,201,483,288,520,325,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-1.0,0.0,-1.5,-0.5
Sean_5_12.mp4 7,12,294,143,360,209,250,147,310,207,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,0,0,0,0
Sean_5_12.mp4 8,12,298,149,357,208,302,267,377,342,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,0,0,0,0
Sean_5_12.mp4 9,12,291,145,358,212,303,270,375,342,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,-1.0,0.0,-1.0,0.0
Sean_5_12.mp4 10,12,0,0,0,0,0,0,0,0,-75,14,-176.78062711696379,47.95138816131292,176.23666649599735,0,0,0,0
Sean_5_13.mp4 0,13,402,184,449,231,378,554,400,576,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,0,0,0,0
Sean_5_13.mp4 1,13,407,183,457,233,471,284,519,332,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,0,0,0,0
Sean_5_13.mp4 2,13,408,180,460,232,341,176,411,246,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,-1.0,0.0,-1.5,0.5
Sean_5_13.mp4 3,13,407,177,461,231,338,170,411,243,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,-2.0,0.0,-1.5,0.5
Sean_5_13.mp4 4,13,418,192,440,214,358,196,384,222,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,-1.5,0.5,-1.5,0.5
Sean_5_13.mp4 5,13,412,192,434,214,364,291,424,351,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,-1.5,0.5,-1.5,0.5
Sean_5_13.mp4 7,13,389,184,441,236,470,283,518,331,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,-1.0,0.0,-1.5,0.5
Sean_5_13.mp4 9,13,397,186,451,240,327,180,402,255,75,38,-157.7344547353126,-24.10069048272686,-10.332500606300751,0,0,0,0
Sean_5_14.mp4 1,14,364,180,422,238,294,200,316,222,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,0,0,0,0
Sean_5_14.mp4 2,14,293,197,317,221,371,175,427,231,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-1.5,0.5,-1.0,0.0
Sean_5_14.mp4 3,14,366,177,421,232,290,163,374,247,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-1.5,0.5,-1.5,0.5
Sean_5_14.mp4 4,14,360,173,418,231,303,168,371,236,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-1.5,0.5,-1.0,0.0
Sean_5_14.mp4 5,14,314,194,341,221,354,175,411,232,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-1.0,0.0,-1.0,0.0
Sean_5_14.mp4 6,14,352,175,410,233,316,197,338,219,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-1.5,-0.5,-1.0,0.0
Sean_5_14.mp4 7,14,354,178,411,235,342,188,386,232,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-1.0,0.0,-1.0,0.0
Sean_5_14.mp4 9,14,346,192,387,233,351,174,414,237,-10,64,-154.14399838660856,2.2674259840434363,-3.830474304399082,-0.5,-0.5,-0.5,-0.5
Sean_5_15.mp4 2,15,343,176,400,233,307,195,334,222,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.5,0.5,0.0,0.0
Sean_5_15.mp4 3,15,335,186,377,228,347,173,404,230,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.5,0.5,-1.0,1.0
Sean_5_15.mp4 4,15,343,174,397,228,278,168,347,237,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.5,-0.5,-0.5,-0.5
Sean_5_15.mp4 5,15,339,176,392,229,274,167,345,238,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.5,-0.5,-1.0,1.0
Sean_5_15.mp4 6,15,295,193,322,220,331,170,395,234,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.0,0.0,-1.0,1.0
Sean_5_15.mp4 7,15,325,176,387,238,265,170,339,244,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.0,0.0,-1.0,1.0
Sean_5_15.mp4 8,15,386,188,412,214,320,177,383,240,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.5,-0.5,-0.5,1.5
Sean_5_15.mp4 9,15,323,179,385,241,258,170,332,244,-47,25,-166.6689608477264,31.474061726559302,177.47566544536687,-1.0,0.0,-0.5,0.5
Sean_5_16.mp4 0,16,362,178,432,248,342,197,366,221,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,-0.5,0.5,-0.5,-0.5
Sean_5_16.mp4 1,16,335,192,360,217,359,177,435,253,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,0.0,1.0,-0.5,-0.5
Sean_5_16.mp4 2,16,366,183,430,247,334,194,359,219,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,0,0,0,0
Sean_5_16.mp4 3,16,333,191,363,221,367,181,433,247,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,-1.0,0.0,-0.5,0.5
Sean_5_16.mp4 4,16,335,191,360,216,329,187,373,231,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,0.0,1.0,-1.0,-1.0
Sean_5_16.mp4 5,16,334,191,360,217,362,180,428,246,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,-0.5,0.5,-1.5,-0.5
Sean_5_16.mp4 6,16,359,180,426,247,331,194,355,218,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,-0.5,-0.5,-1.0,1.0
Sean_5_16.mp4 7,16,358,183,427,252,330,197,354,221,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,-1.0,0.0,-0.5,-0.5
Sean_5_16.mp4 8,16,328,198,354,224,362,188,429,255,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,0,0,0,0
Sean_5_16.mp4 9,16,365,184,436,255,337,200,361,224,-42,26,-160.54671871432853,25.38409894890708,8.467939833416125,0,0,0,0
Sean_5_17.mp4 0,17,298,169,351,222,338,166,398,226,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,-1.0,0.0,-1.0,0.0
Sean_5_17.mp4 1,17,315,179,338,202,335,165,394,224,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,0,0,0,0
Sean_5_17.mp4 2,17,315,178,337,200,301,171,348,218,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,-1.0,0.0,-1.0,0.0
Sean_5_17.mp4 3,17,313,177,337,201,333,161,393,221,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,-1.0,-1.0,-1.0,0.0
Sean_5_17.mp4 4,17,313,176,336,199,335,163,392,220,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,0,0,0,0
Sean_5_17.mp4 5,17,310,176,335,201,328,159,389,220,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,-1.0,0.0,-1.0,-1.0
Sean_5_17.mp4 6,17,328,161,387,220,297,164,355,222,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,-1.5,-0.5,-0.5,-0.5
Sean_5_17.mp4 8,17,297,168,346,217,324,162,386,224,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,0,0,0,0
Sean_5_17.mp4 9,17,298,169,349,220,322,167,380,225,-95,42,-149.65643889266605,32.905827245670984,14.095766190666325,0,0,0,0
Sean_5_18.mp4 0,18,325,155,372,202,331,263,397,329,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 1,18,313,154,372,213,283,158,332,207,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 2,18,309,156,364,211,332,263,400,331,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 3,18,320,153,378,211,290,155,341,206,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 5,18,310,149,373,212,291,156,342,207,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 6,18,314,155,369,210,393,533,415,555,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 8,18,311,150,377,216,292,159,341,208,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 9,18,317,158,374,215,293,163,337,207,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Sean_5_18.mp4 10,18,315,158,374,217,392,534,413,555,-95,35,-155.1936794300006,22.624319784305403,16.050263686901236,0,0,0,0
Tai_5_1.mp4 0,1,374,238,408,272,274,245,310,281,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-1.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 1,1,379,242,409,272,306,250,337,281,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-1.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 2,1,376,235,410,269,276,245,314,283,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-0.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 3,1,375,235,407,267,300,242,335,277,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-0.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 4,1,367,233,402,268,290,241,328,279,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-0.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 5,1,367,236,400,269,291,243,327,279,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-0.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 6,1,353,234,393,274,282,243,319,280,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-0.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 7,1,245,452,299,506,355,240,393,278,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-1.0,-1.0,-1.0,-1.0
Tai_5_1.mp4 8,1,239,446,302,509,358,243,397,282,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-1.0,-1.0,-1.0,-1.0
Tai_5_1.mp4 9,1,369,241,403,275,295,249,330,284,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,-1.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 10,1,0,0,0,0,0,0,0,0,48,69,-157.56023131384964,-14.414929942404578,-8.56287299090997,0,0,0,0
Tai_5_2.mp4 0,2,335,225,376,266,265,231,302,268,-8,69,-159.1100457178676,-2.965117105749852,-3.009462191572106,-1.0,-1.0,-1.0,-1.0
Tai_5_2.mp4 1,2,329,234,368,273,255,239,292,276,-8,69,-159.1100457178676,-2.965117105749852,-3.009462191572106,-0.5,-0.5,-1.0,-1.0
Tai_5_2.mp4 2,2,323,238,356,271,246,240,283,277,-8,69,-159.1100457178676,-2.965117105749852,-3.009462191572106,-1.0,-1.0,-1.0,-1.0
Tai_5_2.mp4 3,2,328,229,370,271,257,234,295,272,-8,69,-159.1100457178676,-2.965117105749852,-3.009462191572106,-1.0,-1.0,-0.5,-0.5
